rank,name,archetype,tier,fit_score,ranked_score,commune,postcode,address,lat,lon,phone,email,website,reasoning,sources,source_id
940,Camping de l'Isle aux Moulins,camping,A,6.0,8.40,Jargeau,45150,Rue du 44è Régiment d'Infanterie,47.869053,2.1150416,+33 2 38 59 70 04,campingjargeau@orange.fr,https://www.tourismeloiret.com/fr/diffusio/campings/camping-municipal-de-l-isle-aux-moulins-jargeau_TFOHPACEN0450010326,2-star campground with outdoor orientation but modest star rating suggests moderate budget; riverside location near Jargeau may have riparian vegetation.,osm,osm:way/182261148
941,Houx,camping,A,6.0,8.40,,,,47.9502636,0.2144013,,,,Named 'Houx' (holly) suggests woodland or tree-rich environment; camping site with family audience but no star rating to gauge budget.,osm,osm:way/182384562
942,Houx Annexe,camping,A,6.0,8.40,,,,47.9543161,0.2179816,,,,Annexe to Houx suggests similar tree-rich setting and outdoor camping model; moderate fit pending budget clarity.,osm,osm:way/182386404
943,Château du Houx,camping,A,6.0,8.40,,,,47.9531286,0.215741,,,,"'Château du Houx' suggests established property with heritage positioning; 'Houx' (holly) implies wooded grounds, reasonable budget likelihood for upscale camping.",osm,osm:way/1254634131
944,Houx annexe club,camping,A,6.0,8.40,,,,47.9557616,0.219004,,,,Club-affiliated Houx annexe likely has organized audience and reasonable operational budget; tree-rich setting inferred from main Houx property.,osm,osm:way/1254634132
945,Le Chêne Gris,camping,A,6.0,8.40,Pommeuse,77515,24 Avenue de la Gare,48.8086584,2.9897797,+33 1 64 04 21 80,info@lechenegris.com,https://www.vacansoleil.fr/camping/france/paris-disneyland-ile-de-france/pommeuse/camping-le-chene-gris-2015000/,4-star camping with premium positioning ($5k budget likely achievable) and family audience; 'Chêne Gris' (Grey Oak) hints at trees on-site.,osm,osm:way/186546720
946,Camping de Châlons-en-Champagne,camping,A,6.0,8.40,,,,48.9350404,4.3835285,+33 3 26 68 38 00,camping.chalons@aquadis-loisirs.com,https://www.aquadis-loisirs.com/camping-nature/camping-de-chalons-en-champagne,4-star municipal camping suggests quality operator with discretionary budget; lakeside location often implies greenery and family-adventure positioning.,osm,osm:way/191737851
947,Aire Pollet à Dieppe,camping,A,6.0,8.40,,,,49.9307465,1.0868274,,,https://www.dieppetourisme.com/offres/aire-de-stationnement-et-de-service-du-pollet-a-dieppe-dieppe-fr-3027832/,"Caravan site near Dieppe with likely outdoor space and family audience, but no explicit mention of mature trees or climbing infrastructure; moderate budget capacity as a Tier A operator.",osm,osm:way/192109667
948,Front de Mer - Dieppe,camping,A,6.0,8.40,,,,49.9322246,1.0836423,,,https://www.seine-maritime-tourisme.com/diffusio/en/i-choose/an-accommodation/motorhomes/dieppe/aire-de-stationnement-et-de-service-du-front-de-mer_TFOHPANOR076FS00063.php,"Caravan site on waterfront with families and outdoor recreation focus, but unclear tree coverage and limited structural anchor points likely given coastal positioning.",osm,osm:way/229464680
949,La Buissonnière,camping,A,6.0,8.40,,,,49.9324141,2.7591301,,magalie.dupront@sfr.fr,https://camping-labuissonniere.sitew.com/,"Campsite with family and outdoor recreation audience; likely has trees and green space, but no specific infrastructure or budget signals suggest moderate fit.",osm,osm:way/837966105
950,Les Étangs du Levant,camping,A,6.0,8.40,,,,49.9361141,2.726821,+33 3 66 88 33 25,,https://www.etangs-du-levant.fr/,"Campsite near water features with outdoor recreation focus; likely trees and family audience, but no climbing or adventure infrastructure evident.",osm,osm:way/1159214881
951,Camping Les Hirondelles,camping,A,6.0,8.40,,,,49.9069328,2.6358203,+33 3 60279107,ritou62@gmail.com,https://les-hirondelles-47.webself.net/accueil,"Campsite with family focus and outdoor grounds; likely has trees and audience for active play, but no premium positioning or infrastructure mentioned.",osm,osm:way/194331117
952,Le Pont Rouge et les Vignes,camping,A,6.0,8.40,,,,49.9086827,2.6537762,+33 3 22 76 60 28,pontrouge.vignes@gmail.com,https://www.camping-peche-picardie.com/,"Campsite with rural/agricultural name suggesting trees and green space, family audience, but no clear budget signals or climbing infrastructure.",osm,osm:relation/15756741
953,La Rivière Dorée,camping,A,6.0,8.40,Bagneaux-sur-Loing,77167,Chemin des Grèves,48.2412346,2.7053858,+33 1 60 55 80 00,camping@bagneauxsurloing.fr,https://www.larivieredoree.com/fr/,2-star riverside camping with family appeal and likely some tree cover near the Loing; potential for operator investment in amenities but budget level uncertain.,osm,osm:way/204154225
954,"Camping Municipal de Long ""La Peupleraie""",camping,A,6.0,8.40,,,,50.0340962,1.9850259,+33 3 22 31 84 27,bacquet.lionel@free.fr,http://www.long80.com/campingmunicipal.html,"Municipal camping with family audience and name 'La Peupleraie' (Poplar Grove) suggesting mature trees; however, public facility may complicate procurement and budget decisions.",osm,osm:way/206378953
955,Camping de l'Isle Verte,camping,A,6.0,8.40,Montsoreau,49730,Avenue de la Loire,47.2183812,0.0532722,+33 241 517 660,isleverte49@orange.fr,https://www.campingisleverte.com/,"4-star campsite on island location with strong family positioning and improved budget signal, but no evidence of mature trees or climbing infrastructure.",osm,osm:way/208546398
956,Le Moulin,camping,A,6.0,8.40,,,,49.4911884,3.8083878,+33 3 23 22 41 18,,https://www.camping-du-moulin.fr,"Campsite with outdoor-oriented guests and likely trees on grounds; good audience alignment for family activities, though budget and infrastructure details unclear.",osm,osm:way/212340440
957,Saint-Barthélémy,camping,A,6.0,8.40,,,,48.4131808,3.4287962,+33 3 25 39 10 23,,https://www.aube-champagne.com/fr/camping-saint-barthelemy.html,"Campsite appeals to outdoor families and likely has trees; solid fit for active recreation audience, though limited metadata on maturity of anchor points.",osm,osm:way/217328709
958,Langeais Camping et loisirs,camping,A,6.0,8.40,Langeais,37130,Rue de Tours,47.3288602,0.4198095,+33 2 47 96 85 80,,https://langeais.fr/en/rb/450946/camping-municipal-du-lac,2-star campsite with 'loisirs' (leisure) designation suggests outdoor recreation focus and likely trees in Loire Valley location. Smaller operator budget may be tighter but audience is right fit.,osm,osm:way/222773738
959,Gite du Vézelien,treehouse_hotel,A,6.0,8.40,,,,47.4369034,3.7646869,,,,"Treehouse-hotel archetype gîte in Vézelay region suggests outdoor focus and likely mature trees on property; however, limited data on budget scale and specific amenities. Reasonable fit if property has adequate land and target audience.",osm,osm:node/6946104389
960,Aire Maupassant,camping,A,6.0,8.40,Étretat,76790,Rue Guy de Maupassant,49.7004109,0.2162142,,,https://www.lehavre-etretat-tourisme.com/fr/fiche/etretat/aire-de-stationnement-et-de-service-a-proximite-du-camping-municipal-d-etretat_TFOHPANOR076FS0002T/,"Caravan site in Étretat with outdoor focus and likely some tree infrastructure, but smaller caravan/RV-focused venue may have less interest in climbing installations or smaller budgets. Municipal approval could be a barrier.",osm,osm:way/463316374
961,Les Roches Blanches,treehouse_hotel,A,6.0,8.40,,,,49.7099153,0.2039867,,,,"Treehouse-hotel archetype suggests tree infrastructure and outdoor focus; however, generic name and lack of location data limit confidence. Premium positioning likely, but audience intent and budget unclear.",osm,osm:node/4096953443
962,Les Charmettes,treehouse_hotel,A,6.0,8.40,,,,49.7092517,0.2102873,,,,"Treehouse-hotel chalet with outdoor/nature positioning; name 'Les Charmettes' suggests charm/character appeal to families. Likely mature trees and discretionary budget, but limited data on specific amenities or audience scale.",osm,osm:node/4832461039
963,Camping de Guéramé,camping,A,6.0,8.40,Alençon,61000,65 Rue de Guéramé,48.4257498,0.0738043,+33 233 263495,campingguerame@ville-alencon.fr,https://cu-alencon.fr/sortir-bouger/tourisme-et-patrimoine/le-camping-de-guerame/,"Tier-A camping with families and active outdoor users; likely outdoor space with trees, but tier-C budget positioning and municipal/public nature may complicate procurement.",osm,osm:way/225972515
964,Camping caravaning de la Mare Aux Biches,camping,A,6.0,8.40,,,,48.7371286,1.6248423,,,,Multi-purpose campsite with family and active outdoor audience; rural name suggests trees; adequate space and likely discretionary budget for improvements.,osm,osm:way/228938847
965,Moulin Fort,camping,A,6.0,8.40,,,,47.3274659,1.0873211,,,https://www.lemoulinfort.com/,Moulin Fort campsite in rural area implies mature grounds with trees; family and outdoor appeal; tier-A positioning suggests budget capacity.,osm,osm:way/230155973
966,Camping de l'Écluse,camping,A,6.0,8.40,Chisseaux,37150,route de la plage,47.3294556,1.0872817,+33 6 38 30 15 16,,https://www.campingbarrestaurantdelecluse.fr/,Campsite in Loire Valley with family audience and outdoor orientation; likely rural setting with trees; discretionary budget plausible for private/semi-private operator.,osm,osm:way/363823713
967,Camping de Vaas,camping,A,6.0,8.40,,,,47.6666087,0.3119112,,,https://www.vaas.fr/tourisme-camping-pxl-44_45.html,"Camping sites typically have outdoor space and mature trees, attracting families and outdoor enthusiasts with discretionary budget for activities. However, without confirmation of suitable anchor trees and existing infrastructure, positioning is moderate.",osm,osm:way/232214304
968,Camping Touristique de Gien,camping,A,6.0,8.40,Poilly-lez-Gien,45500,1 Rue des Iris,47.6833095,2.6217953,+33 2 38 67 12 50,info@camping-gien.com,https://www.camping-gien.com,"3-star camping in rural area likely has trees and family audience, reasonable budget capacity for amenities. Good match for family-oriented outdoor activity but unclear if trees are mature/suitable anchors.",osm,osm:way/232485697
969,La Jamonette,camping,A,6.0,8.40,,,,50.1253059,4.7800345,+33 3 24 42 72 37,,http://www.camping-la-jamonette.fr,Standard camping site suggests outdoor space and family audiences but unclear tree maturity and budget tier without star rating; moderate fit potential.,osm,osm:way/236098078
970,La Clé des Champs,camping,A,6.0,8.40,Rancennes,08600,49 Rue des Grands Jardins,50.1311783,4.8092239,+33 3 24 27 77 04,,https://www.campinglacledeschampsrancennes.fr,Tier-A camping in rural Rancennes likely has outdoor grounds and mature trees; family-focused but unclear on premium positioning or discretionary budget.,osm,osm:way/1314062355
971,Les Confluents,camping,A,6.0,8.40,,,,47.9556349,3.5095087,+33386809455,,https://www.les-confluents.com/,3-star camping indicates mid-tier quality with family audience and likely trees; reasonable budget capacity but not premium positioning limits discretionary spending.,osm,osm:way/236292078
972,Bellon,camping,A,6.0,8.40,,,115 Route de Bellon,47.209833,2.0816832,+33 2 48 53 99 89,,https://www.campovillage.com/,"3-star campground likely has outdoor space and families, but no explicit green/tree indicators; good audience fit but tree presence uncertain.",osm,osm:way/238543734
973,Les Prés de la Fontaine,camping,A,6.0,8.40,Hermé - Gouaix,77114,11 Chemin du Camping,48.469957,3.3247273,+33 1 64 01 86 08,reception@presdelafontaine.com,https://www.presdelafontaine.com/,Standard campground with family audience and outdoor space control; lacks specific evidence of mature trees or premium positioning.,osm,osm:way/239457270
974,La Source,camping,A,6.0,8.40,Hautot-sur-Mer,76550,63 Rue des Tisserands,49.8996632,1.0559209,+33 2 35 84 27 04,info@camping-la-source.fr,https://camping-la-source.fr,"3-star campground with family appeal and outdoor space, but mid-range positioning and seaside location (trees less common).",osm,osm:way/399054880
975,Parc de Montauban,camping,A,6.0,8.40,,,,49.3694516,3.0464113,,,,"Campground with family audience and outdoor control, but generic name and no star-rating suggest mid-to-lower tier positioning and uncertain tree coverage.",osm,osm:way/248806664
976,Le Grand Hameau,camping,A,6.0,8.40,Saint-Jouin-Bruneval,76280,20 Rue des Oeillets,49.630365,0.1582144,+33 2 35 55 88 41,,https://www.camping-le-grand-hameau.fr,"3-star campground with family audience and owned outdoor space, but modest star-rating and coastal location limit tree certainty.",osm,osm:way/250276914
977,Camping Le Vieux Moulin,camping,A,6.0,8.40,,,,48.0713602,0.1905764,,info@campingneuville.com,https://www.campingneuville.com/,"Generic campsite with no star-rating or detail; likely has trees and family audience, but unclear budget tier and amenity focus. Safe middle-ground fit for typical French campground.",osm,osm:way/256919872
978,Camping les Usages,camping,A,6.0,8.40,Saâcy-sur-Marne,77730,2 Route de Rebais,48.9559497,3.209957,,,,3-star campsite on Marne suggests waterfront/scenic location with likely trees and family clientele. Budget and space control adequate; no explicit adventure programming.,osm,osm:way/262752241
979,Camping de l'Aigrette,camping,A,6.0,8.40,Attichy,60350,22 Rue de la Font Aubier,49.4065145,3.05418,+33 3 44 42 15 97,,https://www.campingdelaigrette.com/,3-star campsite in rural Attichy likely has trees and family audience. Moderate budget capacity; location and tier suggest adequate space ownership but limited premium positioning.,osm,osm:way/263051365
980,Camping du Chant des Oiseaux,camping,A,6.0,8.40,,,,49.3780729,0.0921644,+33 2 31 88 06 42,,https://campingtrouville.com/,Generic campsite with nature-themed name ('Chant des Oiseaux') implies natural setting and trees. Family audience likely; budget/amenity tier unclear but typical campground fit.,osm,osm:way/263095948
