rank,name,archetype,tier,fit_score,ranked_score,email,phone,website,commune,postcode,reasoning
842,Hôtel Restaurant de l'Écluse 79,guinguette,C,2.0,2.00,restaurantdelecluse@orange.fr,+33 386 751 388,https://www.hotel-restaurantdelecluse.com/,,,"Hotel-restaurant with outdoor seating is primarily dining-focused, not active recreation; limited likelihood of suitable trees or family play audience."
843,Villa Les Papillons,gite,C,2.0,2.00,jan_marc_van_der_noordaa@hotmail.com,,http://noordaa.info/mesnil-val/index_en.html,Le Mesnil,,Residential guest house with typical limited outdoor space; no evidence of recreation focus or mature trees.
844,Gìte Au Fil de l'Eau,gite,C,2.0,2.00,giteaufildeleau@yahoo.com,,,,,"Guest house (gîte d'étape) is accommodation-only with no indication of outdoor space, trees, or recreation infrastructure; wrong venue type entirely."
845,Le Pur Sang,guinguette,C,2.0,2.00,lepursang14@gmail.com,+33 2 31 88 27 26,,,,"Riverside restaurant/guinguette focused on dining; no outdoor play audience, no tree infrastructure, no apparent fit."
846,Ibis Kitchen,guinguette,C,2.0,2.00,h0795@accor.com,+33231145000,https://all.accor.com/hotel/0795/index.fr.shtml#section-facilities,,,Urban restaurant with outdoor seating but no indication of mature trees or budget for climbing infrastructure; guinguettes are typically small operators without discretionary budget for such installations.
847,Famille Moutard,vineyard,C,2.0,2.00,contact@famillemoutard.com,+33 3 25 38 50 73,https://www.famillemoutard.com/,,,Vineyard with limited alignment to active outdoor play or climbing; minimal budget expectation for such amenities.
848,Aubepine,gite,C,2.0,2.00,contact@maison-aubepine.fr,+33327662423,https://www.maison-aubepine.fr/,Sains-du-Nord,59177,"Small guest house with no outdoor or recreational indicators; unlikely to have trees, budget, or audience fit for rope-net installation."
849,Guinguette Bio,guinguette,C,2.0,2.00,bonjour@laguinguettebio.com,+33 9 83 28 71 15,,,94130,"Minimal metadata suggests a small guinguette venue without clear outdoor space, trees, or budget profile; poor fit."
850,La guinguette de Simone,guinguette,C,2.0,2.00,laguinguettedesimone@outlook.fr,+33 2 32 48 29 74,,Amfreville-sous-les-Monts,27380,Guinguette (riverbank restaurant/bar) is food-focused with no indication of outdoor play facilities or climbing infrastructure; misaligned audience and use case.
851,La 34S,guinguette,C,2.0,2.00,info@la34s.fr,+33 3 80 51 17 73,https://www.la34s.fr/,,21410,"Guinguette (riverside café-bar) targets dining/socializing, not active play; outdoor seating alone doesn't indicate trees or climbing infrastructure appeal."
852,Au Bureau,guinguette,C,2.0,2.00,tours.sud@aubureau.fr,+33 2 47 28 69 80,https://www.aubureau.fr/restaurant-brasserie/au-bureau-tours-sud,,,"Generic restaurant with outdoor seating, no indication of trees or adventure positioning. Poor alignment with target customer profile and operator budget constraints."
853,Jean 2,guinguette,C,2.0,2.00,jean2.chateaudemontsoreau@gmail.com,+33 2 41 67 12 60,http://www.chateau-montsoreau.com/wordpress/fr/jean2/,Montsoreau,49730,Castle restaurant with indoor focus and no outdoor adventure positioning. Terrace dining does not align with family-play or rope-net installation needs.
854,La Guinguette De Balard,guinguette,C,2.0,2.00,contact@aux3presidents.fr,+33171979114,https://www.la-guinguette-balard.com,Paris,75015,Paris-based guinguette without outdoor_seating tag; urban location and restaurant-only positioning make rope-net installation impractical and audience misaligned.
855,Le Sot de l'Ange,vineyard,C,2.0,2.00,quentin@lesotdelange.fr,+33628497418;+33637696771,http://www.lesotdelange.fr/,,,"Vineyard with no tags suggesting outdoor recreation, family activities, or infrastructure; budget and audience mismatch with rope-net installation."
856,Hôtel Ibis Château-Thierry,wedding_venue,C,2.0,2.00,H1042@ACCOR.COM,+33 3 23 83 10 10,https://all.accor.com/hotel/1042/index.fr.shtml,Essômes-sur-Marne,02400,"3-star hotel in small town is primarily accommodation-focused with no evident outdoor space, trees, or climbing infrastructure; unlikely budget or interest in aerial installations."
857,Aux Lyx Charmants,gite,C,2.0,2.00,leboeuf.serge@wanadoo.fr,+33160584149,,Provins,77160,"Small guest house in medieval town; accommodation-only, no outdoor space or trees indicated, wrong customer segment and likely no discretionary $5k budget."
858,La Maison Rose aux volets Verts,gite,C,2.0,2.00,lamaisonroseauxvoletsverts@hotmail.fr,+33 1 64 08 92 95,,Provins,77160,"Small rural guest house in historic town; accommodation-only with no evident outdoor infrastructure, trees, or climbing/active-play orientation."
859,Olivier,guinguette,C,2.0,2.00,contact@olivier-restaurant.com,+33 2 38 47 54 51,https://www.olivier-restaurant.com,,,"Riverside restaurant with outdoor seating lacks evident outdoor play space, tree infrastructure, or family-adventure positioning; unlikely to have discretionary budget for installations."
860,L'Expatisserie,gite,C,2.0,2.00,steve.lytton@orange.fr,+33 3 86 81 90 75,www.expatisserie.eu,Arcy-sur-Cure,89270,Small guest house with no indication of outdoor grounds or activity focus; tier C and archetype suggest limited budget and operator scale.
861,La Guinguette Franco-Péruvienne,guinguette,C,2.0,2.00,legolfdesetoiles@gmail.com,+33 2 48 51 86 55,https://www.le-golf-des-etoiles.fr/restauration/,,,Restaurant-focused guinguette with no land control signals or family activity orientation; unlikely to have budget or property control for installation.
862,Les Gallopins,gite,C,2.0,2.00,annietriffet@gmail.com,+32 60 21 19 63,,,,"Guest house with no outdoor activity signals, unclear land control or green space."
863,EARL Hubert et Olivier Sinson,vineyard,C,2.0,2.00,o.sinson@wanadoo.fr,+33 2 54 71 00 26,http://www.vins-sinson.com/,,,"Vineyard with no obvious active outdoor play audience or amenity investment; budget and land use focused on wine production, not recreation."
864,Vignoble Gibault,vineyard,C,2.0,2.00,vignoblegibault@wanadoo.fr,+33 2 54 71 02 63,,,,Vineyard with no recreation focus; unlikely to have discretionary budget for climbing features or appeal to adventure-seeking demographics.
865,Vignoble Jourdain,vineyard,C,2.0,2.00,contact@vignoblesjourdain.com,+33 2 54 41 01 45,https://vignoblesjourdain.com/,Lye,36600,"Rural vineyard with wine production focus; no indication of trees, climbing infrastructure, or investment in active recreation experiences."
866,Joël Taluau et Thierry Foltzenlogel,vineyard,C,2.0,2.00,joel.taluau@orange.fr,+33 2 47 97 78 79,https://vins-taluau-foltzenlogel.fr/,,,Small individual vintner operation; unlikely to have discretionary $5k budget or interest in adventure play infrastructure.
867,Domaine Alain Assadet & fils,vineyard,C,2.0,2.00,domaine-assadet@orange.fr,+33 2 48 64 86 39,,,,"Vineyard with no outdoor recreation or climbing infrastructure. Adult wine-tasting audience, not active family play."
868,Domaine Philippe Gilbert,vineyard,C,2.0,2.00,info@domainegilbert.fr,+33 2 48 66 65 90,,,,"Vineyard with no outdoor recreation indicators. Adult wine-focused, not family active-play positioning."
869,Domaine Jean-Claude Leclerc,vineyard,C,2.0,2.00,domaine.leclerc.jeanclaude@orange.fr,+33 2 48 64 87 72,https://www.cave-jean-claude-leclerc.com,,,"Vineyard with no outdoor recreation or tree infrastructure tags. Wine-tasting venue, not active family recreation."
870,Degustation Domaine Céline et Frédéric Gueguen,vineyard,C,2.0,2.00,contact@chablis-gueguen.fr,,https://www.chablis-gueguen.fr/,,,Tasting-focused vineyard with no evidence of outdoor recreational amenities or family audience; budget constraints typical of wine businesses make a $5k recreational investment unlikely.
871,Restaurant du Grand Sully,guinguette,C,2.0,2.00,contact@grandsully.com,+33 2 38 36 27 56,https://grandsully.com,Sully-sur-Loire,45600,"Outdoor restaurant lacks trees, climbing infrastructure, and adventure audience; no budget for installations."
872,La Ferronnerie,gite,C,2.0,2.00,contact@la-ferronnerie.com,+33 2 32 42 89 64,https://www.la-ferronnerie.com/,,,"Guest house gîte lacks clear outdoor space, family activity focus, or evident leisure positioning; insufficient grounds or budget indicators."
873,Agrology,guinguette,C,2.0,2.00,info@agrology.fr,+33 1 58 51 05 49,https://www.agrology.fr,Paris,75012,Fine grocery/wine bar in Paris with outdoor seating; adult-focused tasting venue unlikely to be interested in climbing installation or family activities.
874,Au Living Room Clamart,guinguette,C,2.0,2.00,clamart@living-room.fr,+33 1 46 01 59 00,http://www.clamart-lr.fr/,Clamart,92140,"Urban restaurant with outdoor seating (Clamart) is unlikely to have mature trees or long-term control; typical café-bar profile, not adventure venue."
875,Le Murmure,guinguette,C,2.0,2.00,le.murmure.fracassant@gmail.com,+33 1 45 54 40 18,https://www.lemurmure.fr,,,"Guinguette-style restaurant with dining focus, no apparent outdoor grounds or active-play audience; urban setting unlikely to support rope-net installation."
876,Le 14 Juillet,guinguette,C,2.0,2.00,le14juillet@orange.fr,+33 1 40 44 91 19,http://www.le14juillet.fr,,,Standard guinguette with patriotic name but no indicators of outdoor adventure positioning or tree assets. Restaurant-focused operator unlikely to have budget or use case for aerial rope nets.
877,Riviera Fuga,guinguette,C,2.0,2.00,reservation@riviera-fuga.com,+33 1 81 70 40 49,https://riviera-fuga.com/,Paris,75007,Dense Paris guinguette restaurant; no trees or climbing infrastructure evident. Urban location makes long-term outdoor installation unlikely.
878,L'Andouille,guinguette,C,2.0,2.00,contact@restaurantlandouille.com,+33 1 45 06 45 20,https://www.facebook.com/restaurantlandouille/,,,"Restaurant with outdoor seating but no family-play positioning, trees, or obvious active-recreation budget or infrastructure interest."
879,Le Supercoin,guinguette,C,2.0,2.00,supercoinbar@gmail.com,+33 1 42 51 29 37,https://supercoin.net/,Paris,75018,"Le Supercoin is a Paris guinguette with typical café format, no indicators of trees or green space suitable for aerial installations."
880,L'Atelier des Sœurs,guinguette,C,2.0,2.00,latelierdessoeurs.shop@gmail.com,+33 1 53 80 05 00,https://latelierdessoeurs.shop/,,,L'Atelier des Sœurs is a guinguette with no green space indicators; urban location with no audience or space fit for $5k rope-net installations.
881,Trois B,guinguette,C,2.0,2.00,contact@troisbrestaurant.fr,+33 1 42 00 22 01,https://www.troisbrestaurant.fr,,,"Urban restaurant with outdoor seating; no evidence of green infrastructure, trees, or active-play audience."
882,Le Village,guinguette,C,2.0,2.00,sebastien.pedroni@orange.fr,+33 1 60 05 50 01,https://le-village-restaurant-lognes.eatbu.com/?lang=fr,Lognes,77185,"Restaurant archetype with outdoor seating but no signals for adventure infrastructure, tree resources, or appropriate audience/budget for rope-net installation."
883,La Pause,guinguette,C,2.0,2.00,saintcyr@generationkfe.com,+33 788 633 230,,,,"Small restaurant venue with outdoor seating; no signals for owned grounds, tree resources, adventure positioning, or $5k installation budget."
884,Graffiti,guinguette,C,2.0,2.00,graffiti-restaurant@orange.fr,+33 1 45 46 80 80,https://graffiti.eatbu.com,,,Urban restaurant/guinguette focused on dining; outdoor seating suggests limited green space and no obvious active-play audience or budget for aerial installations.
885,Domaine Gruhier,vineyard,C,2.0,2.00,vin@bourgognevin.com,+33 386 553251,https://www.bourgognevin.com/,,,Vineyard archetype focuses on viticulture tourism; unlikely to have relevant tree infrastructure or audience interest in rope-net climbing experiences.
886,Champagne Hotte-Schmit,vineyard,C,2.0,2.00,champagne@hotte-schmit.fr,+33 3 26 49 62 48,https://hotte-schmit.fr/,Brimont,51220,Champagne vineyard focused on wine production and tasting; no aerial infrastructure or family adventure audience typical of rope-net installations.
887,Le Kiosk,guinguette,C,2.0,2.00,lekiosktours@gmail.com,+33 6 59 37 98 96,https://www.lekiosktours.com,,,"Le Kiosk is a minimal-data restaurant kiosk with outdoor seating; kiosks typically lack private land, trees, and discretionary budget for $5k installations."
888,L'Archestrate,guinguette,C,2.0,2.00,l-archestrate@orange.fr,+33 3 25 08 31 89,http://www.restaurant-larchestrate.fr/,Saint-Dizier,52100,"Urban restaurant with outdoor seating in Saint-Dizier; guinguette format is for dining/socializing, not active play or climbing infrastructure; no evident budget or operational fit."
889,L'Annexe Tout Simplement,guinguette,C,2.0,2.00,dts.remy@gmail.com,+33615143322,http://www.lannexe-toutsimplement.fr,Troyes,10000,"Urban Troyes restaurant-bar; outdoor seating only; minimal evidence of trees, adventure concept, or discretionary budget for non-core amenities."
890,La Cave de Valençay,vineyard,C,2.0,2.00,contact@lacavedevalencay.fr,+33 2 54 00 16 11,http://www.cave-valencay.fr/,,,Wine cellar/tasting venue archetype is indoor-focused with no adventure or outdoor tree infrastructure implied. Minimal audience overlap with active play positioning.
891,Au Cul de Poule,guinguette,C,2.0,2.00,auculdepoule@orange.fr,+33 3 26 47 60 22,https://www.auculdepoule.com/,,51000,"Generic café/restaurant with outdoor seating; no trees, climbing interest, or family-adventure positioning evident."
892,Le Carreau,guinguette,C,2.0,2.00,bistro.lecarreau@gmail.com,+33952332426,https://bistrolecarreau.fr/,,75003,"Urban guinguette with no indication of trees, climbing amenities, or family/adventure focus."
893,La Coupole,guinguette,C,2.0,2.00,commercial@lacoupole-paris.com,+33 1 43 20 14 20,https://www.lacoupole-paris.com,,,Urban Paris brasserie (La Coupole) focused on fine dining; dense urban location makes large-scale tree installations unlikely and audience mismatch.
894,Café Nenesse,guinguette,C,2.0,2.00,cyrillesuire1973@gmail.com,+33 9 82 31 03 75,https://chez-nenesse.eatbu.com/?lang=fr,,75013,Café Nenesse is a guinguette restaurant without evidence of on-site trees or family adventure positioning needed for aerial rope-net installations.
